restaurant,review_date,traveler_type,review
Haidilao Taiwan,2017-10-01T00:00:00Z,Family,"Service exceeded fine-dining expectations. Staff provided phone covers, hair ties, aprons, and thoughtful gestures. Food quality was excellent and the experience unforgettable."
Haidilao Taiwan,2016-05-01T00:00:00Z,Family,"Very organized system despite long wait. While waiting, enjoyed massage chairs, manicure, snacks, and entertainment. Staff were attentive and helped customize sauces and soups."
Haidilao Taiwan,2016-06-01T00:00:00Z,Family,Service exceeded expectations with constant attention. Spicy soup base was excellent and food was fresh. Will definitely return.
Haidilao Taiwan,2019-10-01T00:00:00Z,Family,"Excellent service and unmatched entertainment. Fresh ingredients and extensive menu. Highly recommended, especially for first-time hotpot diners."
Haidilao Taiwan,2019-05-01T00:00:00Z,Solo,"Wide meat selection but many items sold out. Soup bases were decent and handmade noodles were good. Service was outstanding, but overall felt overrated."
Haidilao Taiwan,2019-04-01T00:00:00Z,Couples,"Fast service, friendly staff, and huge variety of hotpot items. Enjoyed noodle and mask-changing shows. A must-see when visiting Taipei."
Haidilao Taiwan,2019-01-01T00:00:00Z,Business,Great place for group dinners. Fun shared dining experience with noodle and mask shows. Food was good and pricing fair.
Haidilao Taiwan,2018-06-01T00:00:00Z,Family,"Expensive but offers free ice cream, manicure, kids area, and noodle dance. Long queue but overall a very good experience."
Haidilao Taiwan,2018-04-01T00:00:00Z,Couples,"Famous China hotpot chain with excellent service. Food was mostly good, standout dish was oysters."
Haidilao Taiwan,2018-04-01T00:00:00Z,Friends,Tasty hotpot with very good service and light entertainment during the meal.
Haidilao Taiwan,2018-04-01T00:00:00Z,Family,Very showy restaurant. Entertainment was strong but food was average and expensive.
Haidilao Taiwan,2018-03-01T00:00:00Z,Couples,Excellent food and top-notch service. Individual pots helped reduce cost. Fresh ingredients and attentive staff made it worth the wait.
Haidilao Taiwan,2018-03-01T00:00:00Z,Couples,"Friendly service and great atmosphere. Enjoyed spicy soup, noodle show, and face-changing dance. Ice cream at the end was a nice touch."
Haidilao Taiwan,2018-02-01T00:00:00Z,Couples,"Large menu, fast-moving queue, attentive service, and fun noodle performance. Would return with a reservation."
Haidilao Taiwan,2017-10-01T00:00:00Z,Business,"Delicious broths, especially the spicy one. Generous portions and very satisfying meal."
Haidilao Taiwan,2017-06-01T00:00:00Z,Friends,Famous for excellent service and high-quality food. Lao Special Marinated Beef is highly recommended.
Haidilao Taiwan,2017-06-01T00:00:00Z,Family,"Outstanding hotpot experience with great broths, fresh ingredients, noodle show, manicure service, and kids area."
Haidilao Taiwan,2017-03-01T00:00:00Z,Friends,"Fun, family-friendly hotpot with great entertainment and high-quality food."
Haidilao Taiwan,2017-03-01T00:00:00Z,Solo,Decent hotpot but long wait and overhyped. Service experience was disappointing for the reviewer.
Haidilao Taiwan,2016-09-01T00:00:00Z,Couples,"Exceptional service with free manicure, snacks, and fresh ingredients. Mala soup base was excellent, though queues were long."
Haidilao Taiwan,2016-01-01T00:00:00Z,Friends,"One-hour wait was worth it. Remarkable service, great food, handmade noodles, and complimentary desserts."
Haidilao Taiwan,2015-11-01T00:00:00Z,Friends,Long wait but excellent service and fresh ingredients. Soup base and fruit were highlights. Vegetarian options available.
Ichiran Ramen Taiwan,2025-09-01T00:00:00Z,Family,"A quick lunch at ichiran main store on the basement level been to plenty ichirans in japan but had to try and compare to the one here in taiwan as my kid loves the ramen and atmosphere of ichiran after hes visit to japan.
Opens at 10am very easy to find from the outside with a sign chained up the front near the stairs below
Went about 11:30am and was about 8 people infront inline with moved fast after filling out our desired textures for the ramen and was seated in our 2 cubicles in about 15-ish minutes..
Very clean inside and plenty of seating from looking around think i seen roughly 3 different sections of seating.
Meal was ready and placed just under 5 minutes from the order sheet getting taken.
Cause you pick your own toppings and softness ect: it comes down to your taste then and im still trying to nail the perfect tonkatsu flavour for my tastbuds but again happy with what i got but i shouldve went a bit stronger but the noodles were perfect for my softness chosen.
Kid loved hes ramen and was happy with hes and extra pork provided by me.
Gift shop of ichiran noodle packs on offer just before paying did get the 2 pack instead of the usual 5 packs as the price difference between japan and taiwan is about double which i couldnt justify paying knowing its cheaper.
Again the ramen prices for our meal are double plus from japan i reckon and cost for two ramens a 2 pack and the extra pork/egg was around 1300TWD/$71AUD which other then a tourist trap and a kids faviroute i wouldnt go out of my way to come back when other places are better at a fraction of the price over asia but the serentity of eating in quiet stalls is always good"
Ichiran Ramen Taiwan,2025-04-01T00:00:00Z,Family,"We had heard stories about this restaurant prior to coming to Taipei and we were determined to try it for ourselves. This resulted in an amazing lunch that's recommended to anyone interested in different travel experiences. Firstly there is the line to enter, do not let it deter you as it moves quickly. You complete the order form ready for when you are taken to an individual cubical. Pass the completed order form to the noodle chef who will then prepare your fresh ramen bowl as ordered. The bowing from the chef is a nice touch. The meal was brilliant, and this was a fantastic experience that we will repeat on our next trip to Taipei."
Ichiran Ramen Taiwan,2024-05-01T00:00:00Z,Friends,"I have to say that even here in Taipei (apart from Shibuya and Dotonburi that I've tried) has a long queue when dining. Almost the same Ichiran dining experience feels, only in Taipei, not in Japan."
Ichiran Ramen Taiwan,2024-11-01T00:00:00Z,Friends,"Wonderful food!! The lines are long, but the Ramen is so worth it. It's a must try place! I eat here every time I'm in Taipei"
Ichiran Ramen Taiwan,2023-07-01T00:00:00Z,Family,"We enjoyed the ramen. Other than the 2 hours waiting time, the rest of the experience was splendid ☺️

Get a Q number, do not lose it. You can proceed elsewhere while waiting and check the Q status from your phone. Once number is near, go back to shop, show your Q number and get ready for your Ichiran experience 😋"
